   0.00000000       0.00000000    
   9.99999978E-03  0.999999881    
   1.99999996E-02   1.49999988    
   2.99999993E-02   1.75000000    
   3.99999991E-02   1.87500000    
   4.99999970E-02   1.93750000    
   5.99999949E-02   1.96875000    
   6.99999928E-02   1.98437500    
   7.99999908E-02   1.99218750    
   8.99999887E-02   1.99609375    
   9.99999866E-02   1.99804688    
  0.109999985       1.99902344    
  0.119999982       1.99951172    
  0.129999980       1.99975586    
  0.139999986       1.99987793    
  0.149999991       1.99993896    
  0.159999996       1.99996948    
  0.170000002       1.99998474    
  0.180000007       1.99999237    
  0.190000013       1.99999619    
  0.200000018       1.99999809    
  0.210000023       1.99999905    
  0.220000029       1.99999952    
  0.230000034       1.99999976    
  0.240000039       1.99999988    
  0.250000030       2.00000000    
  0.260000020       2.00000000    
  0.270000011       2.00000000    
  0.280000001       2.00000000    
  0.289999992       2.00000000    
  0.299999982       2.00000000    
  0.309999973       2.00000000    
  0.319999963       2.00000000    
  0.329999954       2.00000000    
  0.339999944       2.00000000    
  0.349999934       2.00000000    
  0.359999925       2.00000000    
  0.369999915       2.00000000    
  0.379999906       2.00000000    
  0.389999896       2.00000000    
  0.399999887       2.00000000    
  0.409999877       2.00000000    
  0.419999868       2.00000000    
  0.429999858       2.00000000    
  0.439999849       2.00000000    
  0.449999839       2.00000000    
  0.459999830       2.00000000    
  0.469999820       2.00000000    
  0.479999810       2.00000000    
  0.489999801       2.00000000    
  0.499999791       2.00000000    
  0.509999812       2.00000000    
  0.519999802       2.00000000    
  0.529999793       2.00000000    
  0.539999783       2.00000000    
  0.549999774       2.00000000    
  0.559999764       2.00000000    
  0.569999754       2.00000000    
  0.579999745       2.00000000    
  0.589999735       2.00000000    
  0.599999726       2.00000000    
  0.609999716       2.00000000    
  0.619999707       2.00000000    
  0.629999697       2.00000000    
  0.639999688       2.00000000    
  0.649999678       2.00000000    
  0.659999669       2.00000000    
  0.669999659       2.00000000    
  0.679999650       2.00000000    
  0.689999640       2.00000000    
  0.699999630       2.00000000    
  0.709999621       2.00000000    
  0.719999611       2.00000000    
  0.729999602       2.00000000    
  0.739999592       2.00000000    
  0.749999583       2.00000000    
  0.759999573       2.00000000    
  0.769999564       2.00000000    
  0.779999554       2.00000000    
  0.789999545       2.00000000    
  0.799999535       2.00000000    
  0.809999526       2.00000000    
  0.819999516       2.00000000    
  0.829999506       2.00000000    
  0.839999497       2.00000000    
  0.849999487       2.00000000    
  0.859999478       2.00000000    
  0.869999468       2.00000000    
  0.879999459       2.00000000    
  0.889999449       2.00000000    
  0.899999440       2.00000000    
  0.909999430       2.00000000    
  0.919999421       2.00000000    
  0.929999411       2.00000000    
  0.939999402       2.00000000    
  0.949999392       2.00000000    
  0.959999382       2.00000000    
  0.969999373       2.00000000    
  0.979999363       2.00000000    
  0.989999354       2.00000000    
  0.999999344       2.00000000    
